KH.100170058	KY.Chr1.1142
KH.L152.10	KY.Chr4.1334
KH.L152.11	KY.Chr4.1303
KH.L152.12	KY.Chr4.1320
KH.L152.13	KY.Chr4.1308
KH.L152.14	KY.Chr4.1332
KH.L152.15	KY.Chr4.1306
KH.L152.16	KY.Chr4.1290
KH.L152.17	KY.Chr4.1313
KH.L152.18	KY.Chr4.1304
KH.L152.19	KY.Chr4.1323
KH.L152.1	KY.Chr4.1302
KH.L152.20	KY.Chr4.1331
KH.L152.21	KY.Chr4.1326
KH.L152.22	KY.Chr4.1307
KH.L152.23	KY.Chr4.1306
KH.L152.24	KY.Chr4.1280
KH.L152.25	KY.Chr4.1288
KH.L152.26	KY.Chr4.1285
KH.L152.28	KY.Chr4.1321
KH.L152.29	KY.Chr4.1323
KH.L152.2	KY.Chr4.1318
KH.L152.30	KY.Chr4.1284
KH.L152.31	KY.Chr4.1329
KH.L152.32	KY.Chr4.1281
KH.L152.33	KY.Chr4.1282
KH.L152.34	KY.Chr4.1335
KH.L152.35	KY.Chr4.1317
KH.L152.36	KY.Chr4.1315
KH.L152.37	KY.Chr4.1279
KH.L152.38	KY.Chr4.1289
KH.L152.39	KY.Chr4.1276
KH.L152.3	KY.Chr4.1312
KH.L152.40	KY.Chr4.1335
KH.L152.41	KY.Chr4.1305
KH.L152.42	KY.Chr4.1311
KH.L152.43	KY.Chr4.1277
KH.L152.44	KY.Chr4.1330
KH.L152.45	KY.Chr4.1328
KH.L152.46	KY.Chr4.1291
KH.L152.47	KY.Chr4.1283
KH.L152.48	KY.Chr4.1327
KH.L152.49	KY.Chr4.1316
KH.L152.4	KY.Chr4.1292
KH.L152.50	KY.Chr4.1325
KH.L152.51	KY.Chr4.1287
KH.L152.52	KY.Chr4.1333
KH.L152.53	KY.Chr4.1338
KH.L152.54	KY.Chr4.1324
KH.L152.55	KY.Chr4.1338
KH.L152.56	KY.Chr4.1279
KH.L152.5	KY.Chr4.1275
KH.L152.6	KY.Chr4.1278
KH.L152.7	KY.Chr4.1336
KH.L152.8	KY.Chr4.1314
KH.L152.9	KY.Chr4.1337
KH.L15.2	KY.Chr14.447
KH.L153.100	KY.Chr6.157
KH.L153.101	KY.Chr6.203
KH.L153.102	KY.Chr6.177
KH.L153.103	KY.Chr6.213
KH.L153.104	KY.Chr6.137
KH.L153.106	KY.Chr6.151
KH.L153.107	KY.Chr6.127
KH.L153.108	KY.Chr6.145
KH.L153.109	KY.Chr6.155
KH.L153.10	KY.Chr6.154
KH.L153.110	KY.Chr6.197
KH.L153.111	KY.Chr6.186
KH.L153.113	KY.Chr6.142
KH.L153.114	KY.Chr6.123
KH.L153.115	KY.Chr6.198
KH.L153.116	KY.Chr6.199
KH.L153.117	KY.Chr6.198
KH.L153.118	KY.Chr6.200
KH.L153.11	KY.Chr6.209
KH.L153.12	KY.Chr3.1738
KH.L153.13	KY.Chr6.114
KH.L153.14	KY.Chr6.118
KH.L153.15	KY.Chr6.168
KH.L153.16	KY.Chr6.194
KH.L153.17	KY.Chr6.115
KH.L153.18	KY.Chr6.108
KH.L153.19	KY.Chr6.96
KH.L153.1	KY.Chr6.89
KH.L153.20	KY.Chr6.139
KH.L153.21	KY.Chr6.133
KH.L153.22	KY.Chr6.193
KH.L153.23	KY.Chr6.145
KH.L153.24	KY.Chr6.112
KH.L153.26	KY.Chr6.201
KH.L153.27	KY.Chr6.94
KH.L153.28	KY.Chr6.188
KH.L153.29	KY.Chr6.144
KH.L153.2	KY.Chr6.129
KH.L153.30	KY.Chr6.97
KH.L153.31	KY.Chr6.211
KH.L153.32	KY.Chr6.156
KH.L153.33	KY.Chr6.167
KH.L153.34	KY.Chr6.183
KH.L153.35	KY.Chr6.171
KH.L153.36	KY.Chr6.106
KH.L153.37	KY.Chr6.92
KH.L153.38	KY.Chr6.206
KH.L153.39	KY.Chr6.91
KH.L153.3	KY.Chr6.208
KH.L153.40	KY.Chr6.109
KH.L153.41	KY.Chr6.166
KH.L153.42	KY.Chr6.125
KH.L153.43	KY.Chr6.168
KH.L153.45	KY.Chr6.152
KH.L153.46	KY.Chr6.192
KH.L153.47	KY.Chr6.171
KH.L153.48	KY.Chr6.117
KH.L153.4	KY.Chr6.103
KH.L153.50	KY.Chr6.98
KH.L153.53	KY.Chr10.615
KH.L153.54	KY.Chr3.533
KH.L153.55	KY.Chr6.140
KH.L153.56	KY.Chr6.146
KH.L153.57	KY.Chr6.145
KH.L153.58	KY.Chr6.183
KH.L153.59	KY.Chr6.135
KH.L153.5	KY.Chr6.143
KH.L153.60	KY.Chr6.107
KH.L153.61	KY.Chr6.149
KH.L153.62	KY.Chr6.138
KH.L153.63	KY.Chr6.196
KH.L153.64	KY.Chr6.90
KH.L153.65	KY.Chr6.141
KH.L153.66	KY.Chr6.202
KH.L153.67	KY.Chr6.147
KH.L153.69	KY.Chr6.119
KH.L153.6	KY.Chr6.126
KH.L153.70	KY.Chr6.150
KH.L153.71	KY.Chr6.95
KH.L153.72	KY.Chr6.148
KH.L153.73	KY.Chr6.180
KH.L153.75	KY.Chr1.1687
KH.L153.76	KY.Chr6.105
KH.L153.77	KY.Chr6.205
KH.L153.78	KY.Chr6.158
KH.L153.79	KY.Chr6.170
KH.L153.7	KY.Chr6.123
KH.L153.81	KY.Chr6.190
KH.L153.82	KY.Chr6.101
KH.L153.83	KY.Chr6.184
KH.L153.84	KY.Chr6.185
KH.L153.85	KY.Chr6.197
KH.L153.86	KY.Chr6.88
KH.L153.87	KY.Chr6.210
KH.L153.88	KY.Chr6.128
KH.L153.89	KY.Chr6.188
KH.L153.8	KY.Chr6.110
KH.L153.90	KY.Chr6.113
KH.L153.91	KY.Chr6.204
KH.L153.92	KY.Chr6.207
KH.L153.93	KY.Chr6.153
KH.L153.94	KY.Chr6.186
KH.L153.95	KY.Chr6.104
KH.L153.96	KY.Chr6.172
KH.L153.97	KY.Chr6.192
KH.L153.98	KY.Chr6.179
KH.L153.99	KY.Chr6.195
KH.L153.9	KY.Chr6.130
KH.L15.3	KY.Chr14.447
KH.L154.10	KY.Chr11.745
KH.L154.11	KY.Chr11.741
KH.L154.12	KY.Chr11.728
KH.L154.13	KY.Chr11.742
KH.L154.14	KY.Chr11.743
KH.L154.16	KY.Chr11.749
KH.L154.17	KY.Chr11.689
KH.L154.18	KY.Chr11.714
KH.L154.19	KY.Chr11.675
KH.L154.1	KY.Chr11.730
KH.L154.20	KY.Chr11.731
KH.L154.21	KY.Chr11.672
KH.L154.22	KY.Chr11.670
KH.L154.23	KY.Chr11.674
KH.L154.24	KY.Chr11.702
KH.L154.25	KY.Chr11.708
KH.L154.26	KY.Chr11.706
KH.L154.27	KY.Chr11.751
KH.L154.28	KY.Chr11.671
KH.L154.29	KY.Chr11.705
KH.L154.2	KY.Chr11.679
KH.L154.30	KY.Chr11.738
KH.L154.31	KY.Chr11.686
KH.L154.32	KY.Chr11.678
KH.L154.33	KY.Chr11.750
KH.L154.34	KY.Chr11.690
KH.L154.35	KY.Chr11.737
KH.L154.36	KY.Chr11.693
KH.L154.37	KY.Chr11.694
KH.L154.38	KY.Chr11.680
KH.L154.39	KY.Chr11.709
KH.L154.3	KY.Chr11.700
KH.L154.40	KY.Chr11.686
KH.L154.41	KY.Chr11.709
KH.L154.42	KY.Chr11.676
KH.L154.43	KY.Chr11.691
KH.L154.44	KY.Chr11.713
KH.L154.45	KY.Chr11.709
KH.L154.46	KY.Chr11.744
KH.L154.47	KY.Chr11.696
KH.L154.48	KY.Chr11.707
KH.L154.49	KY.Chr11.681
KH.L154.4	KY.Chr11.686
KH.L154.50	KY.Chr11.748
KH.L154.51	KY.Chr11.674
KH.L154.52	KY.Chr11.692
KH.L154.54	KY.Chr11.682
KH.L154.55	KY.Chr11.728
KH.L154.56	KY.Chr11.698
KH.L154.57	KY.Chr11.715
KH.L154.58	KY.Chr11.710
KH.L154.59	KY.Chr11.683
KH.L154.5	KY.Chr11.685
KH.L154.60	KY.Chr11.701
KH.L154.61	KY.Chr11.694
KH.L154.6	KY.Chr11.747
KH.L154.7	KY.Chr11.699
KH.L154.8	KY.Chr11.688
KH.L154.9	KY.Chr11.695
KH.L15.4	KY.Chr14.448
KH.L155.10	KY.Chr14.1144
KH.L155.11	KY.Chr14.1131
KH.L155.12	KY.Chr14.1138
KH.L155.13	KY.Chr14.1147
KH.L155.14	KY.Chr14.1137
KH.L155.15	KY.Chr14.1152
KH.L155.16	KY.Chr14.1162
KH.L155.17	KY.Chr14.1145
KH.L155.18	KY.Chr14.1150
KH.L155.1	KY.Chr14.1157
KH.L155.20	KY.Chr14.1159
KH.L155.21	KY.Chr14.1148
KH.L155.22	KY.Chr14.1155
KH.L155.23	KY.Chr14.1133
KH.L155.24	KY.Chr14.1153
KH.L155.25	KY.Chr14.1146
KH.L155.2	KY.Chr14.1156
KH.L155.3	KY.Chr14.1132
KH.L155.5	KY.Chr14.1160
KH.L155.6	KY.Chr14.1136
KH.L155.7	KY.Chr14.1158
KH.L155.8	KY.Chr14.1161
KH.L155.9	KY.Chr14.1149
KH.L156.1	KY.Chr6.11
KH.L156.2	KY.Chr6.14
KH.L156.3	KY.Chr6.13
KH.L156.4	KY.Chr6.13
KH.L156.5	KY.Chr6.15
KH.L156.6	KY.Chr6.10
KH.L156.7	KY.Chr6.15
KH.L157.10	KY.Chr10.111
KH.L157.11	KY.Chr10.114
KH.L157.1	KY.Chr10.105
KH.L157.2	KY.Chr10.108
KH.L157.3	KY.Chr10.107
KH.L157.4	KY.Chr10.113
KH.L157.5	KY.Chr10.109
KH.L157.6	KY.Chr10.106
KH.L157.7	KY.Chr10.116
KH.L157.8	KY.Chr10.115
KH.L157.9	KY.Chr10.110
KH.L158.1	KY.Chr7.181
KH.L158.2	KY.Chr7.180
KH.L158.3	KY.Chr7.179
KH.L158.4	KY.Chr7.577
KH.L158.6	KY.Chr7.179
KH.L159.1	KY.Chr2.2051
KH.L161.1	KY.Chr8.175
KH.L161.2	KY.UAContig10.17
KH.L161.3	KY.Chr8.179
KH.L161.5	KY.Chr8.180
KH.L16.1	KY.Chr3.646
KH.L162.10	KY.Chr13.195
KH.L162.11	KY.Chr13.177
KH.L162.1	KY.Chr13.193
KH.L162.2	KY.Chr13.196
KH.L162.3	KY.Chr13.194
KH.L162.5	KY.Chr13.35
KH.L162.6	KY.Chr13.197
KH.L162.7	KY.Chr13.195
KH.L162.8	KY.Chr13.178
KH.L162.9	KY.Chr13.193
KH.L16.2	KY.Chr3.644
KH.L163.1	KY.Chr3.1696
KH.L163.2	KY.Chr3.1697
KH.L163.3	KY.Chr3.1696
KH.L16.3	KY.Chr3.643
KH.L164.10	KY.Chr3.10
KH.L164.11	KY.Chr3.12
KH.L164.12	KY.Chr11.35
KH.L164.13	KY.Chr3.5
KH.L164.14	KY.Chr11.33
KH.L164.15	KY.Chr11.37
KH.L164.16	KY.Chr11.36
KH.L164.17	KY.Chr11.42
KH.L164.19	KY.Chr3.6
KH.L164.1	KY.Chr3.8
KH.L164.20	KY.Chr11.39
KH.L164.21	KY.Chr3.9
KH.L164.2	KY.Chr11.38
KH.L164.3	KY.Chr3.1600
KH.L164.4	KY.Chr11.34
KH.L164.5	KY.Chr11.41
KH.L164.6	KY.Chr11.40
KH.L164.7	KY.Chr11.32
KH.L164.8	KY.Chr11.44
KH.L164.9	KY.Chr3.7
KH.L165.1	KY.Chr12.35
KH.L165.2	KY.Chr12.34
KH.L165.3	KY.Chr12.37
KH.L165.4	KY.Chr12.32
KH.L165.5	KY.Chr12.33
KH.L165.6	KY.Chr12.36
KH.L165.7	KY.Chr12.35
KH.L166.1	KY.Chr7.1089
KH.L166.2	KY.Chr7.1093
KH.L166.3	KY.Chr7.1093
KH.L166.4	KY.Chr7.1092
KH.L166.5	KY.Chr7.1090
KH.L166.6	KY.Chr7.1091
KH.L167.2	KY.Chr13.130
KH.L167.3	KY.Chr13.131
KH.L167.4	KY.Chr13.129
KH.L167.5	KY.Chr13.132
KH.L168.1	KY.Chr1.2548
KH.L168.2	KY.Chr1.2546
KH.L168.3	KY.Chr1.2545
KH.L168.4	KY.Chr1.2544
KH.L168.6	KY.Chr1.2547
KH.L168.7	KY.Chr1.2549
KH.L168.8	KY.Chr1.2545
KH.L168.9	KY.Chr1.2545
KH.L169.1	KY.Chr12.339
KH.L169.2	KY.Chr12.342
KH.L169.3	KY.Chr12.341
KH.L169.4	KY.Chr12.339
KH.L169.5	KY.Chr12.342
KH.L169.6	KY.Chr12.340
KH.L170.100	KY.Chr5.937
KH.L170.10	KY.Chr5.889
KH.L170.11	KY.Chr5.912
KH.L170.12	KY.Chr5.974
KH.L170.13	KY.Chr5.879
KH.L170.14	KY.Chr5.966
KH.L170.15	KY.Chr5.902
KH.L170.16	KY.Chr5.898
KH.L170.18	KY.Chr5.885
KH.L170.19	KY.Chr5.920
KH.L170.1	KY.Chr5.923
KH.L170.20	KY.Chr5.938
KH.L170.21	KY.Chr5.980
KH.L170.22	KY.Chr5.946
KH.L170.23	KY.Chr5.881
KH.L170.24	KY.Chr5.914
KH.L170.25	KY.Chr5.944
KH.L170.26	KY.Chr5.931
KH.L170.27	KY.Chr5.865
KH.L170.28	KY.Chr5.876
KH.L170.29	KY.Chr5.943
KH.L170.2	KY.Chr5.891
KH.L170.30	KY.Chr5.932
KH.L170.31	KY.Chr5.960
KH.L170.32	KY.Chr5.918
KH.L170.33	KY.Chr5.975
KH.L170.34	KY.Chr5.967
KH.L170.35	KY.Chr5.915
KH.L170.36	KY.Chr5.934
KH.L170.37	KY.Chr5.882
KH.L170.38	KY.Chr5.940
KH.L170.39	KY.Chr5.916
KH.L170.3	KY.Chr5.930
KH.L170.40	KY.Chr5.868
KH.L170.41	KY.Chr5.886
KH.L170.42	KY.Chr5.870
KH.L170.43	KY.Chr5.894
KH.L170.44	KY.Chr5.911
KH.L170.45	KY.Chr5.880
KH.L170.46	KY.Chr5.874
KH.L170.47	KY.Chr5.979
KH.L170.48	KY.Chr5.872
KH.L170.49	KY.Chr5.917
KH.L170.4	KY.Chr5.936
KH.L170.50	KY.Chr5.910
KH.L170.51	KY.Chr5.873
KH.L170.52	KY.Chr5.891
KH.L170.53	KY.Chr5.897
KH.L170.54	KY.Chr5.907
KH.L170.55	KY.Chr5.945
KH.L170.56	KY.Chr5.929
KH.L170.57	KY.Chr5.862
KH.L170.58	KY.Chr5.922
KH.L170.59	KY.Chr5.895
KH.L170.5	KY.Chr5.888
KH.L170.60	KY.Chr5.926
KH.L170.61	KY.Chr5.884
KH.L170.62	KY.Chr5.933
KH.L170.63	KY.Chr5.922
KH.L170.64	KY.Chr5.935
KH.L170.65	KY.Chr5.904
KH.L170.66	KY.Chr5.900
KH.L170.67	KY.Chr5.903
KH.L170.68	KY.Chr5.883
KH.L170.69	KY.Chr5.961
KH.L170.70	KY.Chr5.897
KH.L170.71	KY.Chr5.896
KH.L170.72	KY.Chr5.928
KH.L170.73	KY.Chr5.905
KH.L170.74	KY.Chr5.878
KH.L170.75	KY.Chr5.869
KH.L170.76	KY.Chr5.939
KH.L170.77	KY.Chr5.890
KH.L170.78	KY.Chr5.866
KH.L170.79	KY.Chr5.875
KH.L170.7	KY.Chr5.919
KH.L170.80	KY.Chr5.864
KH.L170.81	KY.Chr5.909
KH.L170.82	KY.Chr5.877
KH.L170.83	KY.Chr5.959
KH.L170.84	KY.Chr5.887
KH.L170.85	KY.Chr5.921
KH.L170.86	KY.Chr5.974
KH.L170.87	KY.Chr5.899
KH.L170.88	KY.Chr5.927
KH.L170.89	KY.Chr5.930
KH.L170.8	KY.Chr5.901
KH.L170.91	KY.Chr5.974
KH.L170.92	KY.Chr5.978
KH.L170.93	KY.Chr5.913
KH.L170.94	KY.Chr5.975
KH.L170.96	KY.Chr5.871
KH.L170.97	KY.Chr5.893
KH.L170.98	KY.Chr5.863
KH.L170.9	KY.Chr5.974
KH.L17.10	KY.Chr8.1394
KH.L171.10	KY.Chr1.1187
KH.L171.11	KY.Chr1.1192
KH.L171.13	KY.Chr1.1186
KH.L171.14	KY.Chr1.1196
KH.L171.15	KY.Chr1.1201
KH.L171.16	KY.Chr1.1189
KH.L171.17	KY.Chr1.1199
KH.L171.18	KY.Chr1.1208
KH.L171.19	KY.Chr1.1203
KH.L171.1	KY.Chr1.1206
KH.L17.11	KY.Chr8.1386
KH.L171.22	KY.Chr1.1205
KH.L171.23	KY.Chr1.1191
KH.L171.24	KY.Chr1.1188
KH.L171.2	KY.Chr1.1202
KH.L17.12	KY.Chr8.1387
KH.L171.3	KY.Chr1.1209
KH.L17.13	KY.Chr8.1388
KH.L171.4	KY.Chr1.1204
KH.L171.5	KY.Chr1.1207
KH.L17.15	KY.Chr8.1390
KH.L171.6	KY.Chr1.1200
KH.L17.16	KY.Chr8.1391
KH.L171.7	KY.Chr1.1198
KH.L171.8	KY.Chr1.1190
KH.L171.9	KY.Chr1.1208
KH.L17.1	KY.Chr8.1392
KH.L172.10	KY.Chr5.1086
KH.L172.11	KY.Chr5.1100
KH.L172.12	KY.Chr5.1110
KH.L172.13	KY.Chr5.1091
KH.L172.14	KY.Chr5.1103
KH.L172.15	KY.Chr5.1105
KH.L172.16	KY.Chr5.1125
KH.L172.17	KY.Chr5.1109
KH.L172.18	KY.Chr5.1117
KH.L172.19	KY.Chr5.1112
KH.L172.1	KY.Chr5.1106
KH.L172.20	KY.Chr5.1095
KH.L172.21	KY.Chr5.1085
KH.L172.22	KY.Chr5.1104
KH.L172.23	KY.Chr5.1093
KH.L172.24	KY.Chr5.1108
KH.L172.25	KY.Chr5.1088
KH.L172.26	KY.Chr5.1102
KH.L172.27	KY.Chr5.1094
KH.L172.28	KY.Chr5.1101
KH.L172.29	KY.Chr5.1089
KH.L172.2	KY.Chr5.1099
KH.L172.30	KY.Chr5.1124
KH.L172.31	KY.Chr5.1107
KH.L172.32	KY.Chr5.1092
KH.L172.33	KY.Chr5.1097
KH.L172.34	KY.Chr5.1111
KH.L172.3	KY.Chr5.1090
KH.L172.4	KY.Chr5.1087
KH.L172.5	KY.Chr5.1117
KH.L172.6	KY.Chr5.1117
KH.L172.7	KY.Chr5.1123
KH.L172.8	KY.Chr5.1098
KH.L172.9	KY.Chr5.1109
KH.L17.2	KY.Chr8.1389
KH.L173.1	KY.Chr9.35
KH.L173.2	KY.Chr9.23
KH.L173.3	KY.Chr9.24
KH.L173.4	KY.Chr9.36
KH.L173.5	KY.Chr9.22
KH.L173.6	KY.Chr9.24
KH.L173.7	KY.Chr9.34
KH.L173.8	KY.Chr9.34
KH.L173.9	KY.Chr9.36
KH.L17.3	KY.Chr8.1393
KH.L17.4	KY.Chr8.1384
KH.L17.5	KY.Chr8.1385
KH.L17.6	KY.Chr8.1383
KH.L17.8	KY.Chr8.1359
KH.L17.9	KY.Chr8.1359
KH.L18.100	KY.Chr1.1754
KH.L18.101	KY.Chr1.1866
KH.L18.102	KY.Chr1.1815
KH.L18.103	KY.Chr1.1775
KH.L18.104	KY.Chr1.1734
KH.L18.105	KY.Chr1.1872
KH.L18.106	KY.Chr1.1876
KH.L18.107	KY.Chr1.1870
KH.L18.108	KY.Chr11.63
KH.L18.109	KY.Chr1.1764
KH.L18.10	KY.Chr1.1763
KH.L18.110	KY.Chr1.1735
KH.L18.111	KY.Chr1.1814
KH.L18.112	KY.Chr11.59
KH.L18.113	KY.Chr1.1820
KH.L18.114	KY.Chr1.1767
KH.L18.115	KY.Chr1.1848
KH.L18.116	KY.Chr1.1828
KH.L18.117	KY.Chr1.1803
KH.L18.118	KY.Chr1.1791
KH.L18.119	KY.Chr1.1788
KH.L18.11	KY.Chr1.1794
KH.L18.120	KY.Chr1.1796
KH.L18.121	KY.Chr1.1764
KH.L18.122	KY.Chr1.1784
KH.L18.123	KY.Chr1.1795
KH.L18.124	KY.Chr1.1777
KH.L18.125	KY.Chr1.1863
KH.L18.126	KY.Chr1.1751
KH.L18.127	KY.Chr1.1730
KH.L18.128	KY.Chr1.1781
KH.L18.129	KY.Chr1.1776
KH.L18.12	KY.Chr1.1805
KH.L18.130	KY.Chr1.1780
KH.L18.131	KY.Chr1.1839
KH.L18.132	KY.Chr1.1779
KH.L18.133	KY.Chr1.1835
KH.L18.134	KY.Chr1.1806
KH.L18.135	KY.Chr1.1861
KH.L18.136	KY.Chr1.1782
KH.L18.137	KY.Chr1.1800
KH.L18.138	KY.Chr1.1813
KH.L18.139	KY.Chr1.1723
KH.L18.13	KY.Chr1.1862
KH.L18.140	KY.Chr1.1743
KH.L18.142	KY.Chr1.1733
KH.L18.14	KY.Chr1.1865
KH.L18.15	KY.Chr1.1762
KH.L18.16	KY.Chr1.1849
KH.L18.17	KY.Chr1.1790
KH.L18.18	KY.Chr1.1845
KH.L18.19	KY.Chr1.1741
KH.L18.1	KY.Chr1.1833
KH.L18.20	KY.Chr1.1778
KH.L18.21	KY.Chr1.1761
KH.L18.22	KY.Chr1.1807
KH.L18.23	KY.Chr1.1860
KH.L18.24	KY.Chr1.1844
KH.L18.25	KY.Chr1.1832
KH.L18.26	KY.Chr1.1853
KH.L18.27	KY.Chr1.1812
KH.L18.28	KY.Chr11.60
KH.L18.29	KY.Chr1.1823
KH.L18.2	KY.Chr1.1758
KH.L18.30	KY.Chr1.1827
KH.L18.31	KY.Chr1.1825
KH.L18.32	KY.Chr1.1772
KH.L18.33	KY.Chr1.1802
KH.L18.34	KY.Chr1.1821
KH.L18.35	KY.Chr1.1724
KH.L18.36	KY.Chr1.1874
KH.L18.37	KY.Chr1.1750
KH.L18.38	KY.Chr1.1818
KH.L18.39	KY.Chr1.1740
KH.L18.3	KY.Chr1.1731
KH.L18.40	KY.Chr1.1858
KH.L18.41	KY.Chr1.1725
KH.L18.42	KY.Chr1.1736
KH.L18.43	KY.Chr1.1785
KH.L18.44	KY.Chr11.61
KH.L18.45	KY.Chr1.1810
KH.L18.46	KY.Chr1.1783
KH.L18.47	KY.Chr1.1841
KH.L18.48	KY.Chr1.1838
KH.L18.49	KY.Chr1.1809
KH.L18.4	KY.Chr1.1836
KH.L18.50	KY.Chr1.1817
KH.L18.51	KY.Chr1.1757
KH.L18.52	KY.Chr1.1869
KH.L18.53	KY.Chr1.1749
KH.L18.54	KY.Chr1.1725
KH.L18.55	KY.Chr1.1826
KH.L18.56	KY.Chr1.1866
KH.L18.57	KY.Chr1.1815
KH.L18.58	KY.Chr1.1841
KH.L18.59	KY.Chr1.1753
KH.L18.5	KY.Chr1.1822
KH.L18.60	KY.Chr1.1742
KH.L18.61	KY.Chr1.1797
KH.L18.62	KY.Chr1.1875
KH.L18.63	KY.Chr1.1792
KH.L18.64	KY.Chr1.1799
KH.L18.65	KY.Chr1.1819
KH.L18.66	KY.Chr1.1728
KH.L18.67	KY.Chr1.1858
KH.L18.68	KY.Chr1.1726
KH.L18.69	KY.Chr1.1746
KH.L18.6	KY.Chr1.1766
KH.L18.70	KY.Chr1.1871
KH.L18.71	KY.Chr1.1784
KH.L18.72	KY.Chr1.1850
KH.L18.73	KY.Chr1.1760
KH.L18.74	KY.Chr1.1824
KH.L18.75	KY.Chr1.1748
KH.L18.76	KY.Chr1.1864
KH.L18.77	KY.Chr1.1840
KH.L18.78	KY.Chr1.1793
KH.L18.79	KY.Chr1.1738
KH.L18.7	KY.Chr1.1847
KH.L18.80	KY.Chr1.1755
KH.L18.81	KY.Chr1.1769
KH.L18.82	KY.Chr1.1773
KH.L18.83	KY.Chr1.1872
KH.L18.84	KY.Chr1.1798
KH.L18.85	KY.Chr1.1771
KH.L18.86	KY.Chr1.1747
KH.L18.87	KY.Chr1.1756
KH.L18.88	KY.Chr1.1831
KH.L18.89	KY.Chr1.1737
KH.L18.8	KY.Chr1.1801
KH.L18.90	KY.Chr1.1846
KH.L18.91	KY.Chr1.1765
KH.L18.92	KY.Chr1.1829
KH.L18.93	KY.Chr1.1837
KH.L18.94	KY.Chr1.1768
KH.L18.95	KY.Chr1.1834
KH.L18.96	KY.Chr1.1746
KH.L18.97	KY.Chr1.1770
KH.L18.98	KY.Chr11.62
KH.L18.99	KY.Chr1.1873
KH.L18.9	KY.Chr1.1811
KH.L19.10	KY.Chr13.112
KH.L19.11	KY.Chr13.113
KH.L19.12	KY.Chr13.110
KH.L19.13	KY.Chr3.55
KH.L19.14	KY.Chr13.104
KH.L19.15	KY.Chr13.114
KH.L19.1	KY.Chr13.111
KH.L19.2	KY.Chr13.116
KH.L19.3	KY.Chr13.105
KH.L19.4	KY.Chr13.101
KH.L19.5	KY.Chr13.106
KH.L19.6	KY.Chr13.107
KH.L19.8	KY.Chr13.103
KH.L19.9	KY.Chr13.108
KH.L20.10	KY.Chr6.617
KH.L20.11	KY.Chr6.661
KH.L20.12	KY.Chr6.614
KH.L20.13	KY.Chr6.640
KH.L20.14	KY.Chr6.629
KH.L20.15	KY.Chr6.633
KH.L20.16	KY.Chr6.658
KH.L20.17	KY.Chr6.622
KH.L20.18	KY.Chr6.606
KH.L20.19	KY.Chr6.659
KH.L20.1	KY.Chr6.625
KH.L20.20	KY.Chr6.657
KH.L20.21	KY.Chr6.613
KH.L20.22	KY.Chr6.628
KH.L20.23	KY.Chr6.641
KH.L20.24	KY.Chr6.620
KH.L20.25	KY.Chr6.652
KH.L20.26	KY.Chr6.627
KH.L20.27	KY.Chr6.612
KH.L20.28	KY.Chr6.656
KH.L20.29	KY.Chr6.644
KH.L20.2	KY.Chr6.661
KH.L20.30	KY.Chr6.649
KH.L20.31	KY.Chr6.663
KH.L20.32	KY.Chr6.655
KH.L20.33	KY.Chr6.662
KH.L20.34	KY.Chr6.608
KH.L20.35	KY.Chr6.611
KH.L20.36	KY.Chr6.607
KH.L20.37	KY.Chr6.618
KH.L20.38	KY.Chr6.609
KH.L20.39	KY.Chr6.619
KH.L20.3	KY.Chr6.605
KH.L20.40	KY.Chr6.650
KH.L20.41	KY.Chr6.654
KH.L20.42	KY.Chr6.615
KH.L20.43	KY.Chr6.653
KH.L20.44	KY.Chr5.964
KH.L20.45	KY.Chr6.632
KH.L20.46	KY.Chr5.965
KH.L20.47	KY.Chr6.667
KH.L20.48	KY.Chr6.651
KH.L20.49	KY.Chr6.646
KH.L20.4	KY.Chr6.649
KH.L20.50	KY.Chr6.668
KH.L20.53	KY.Chr6.660
KH.L20.54	KY.Chr6.669
KH.L20.55	KY.Chr6.648
KH.L20.56	KY.Chr6.618
KH.L20.57	KY.Chr6.638
KH.L20.58	KY.Chr6.610
KH.L20.59	KY.Chr2.2278
KH.L20.5	KY.Chr6.630
KH.L20.60	KY.Chr6.666
KH.L20.61	KY.Chr6.621
KH.L20.63	KY.Chr6.649
KH.L20.6	KY.Chr6.616
KH.L20.7	KY.Chr6.623
KH.L20.8	KY.Chr6.642
KH.L21.1	KY.Chr11.586
KH.L21.2	KY.Chr7.89
KH.L2.1	KY.Chr2.921
KH.L22.10	KY.Chr9.498
KH.L22.11	KY.Chr9.477
KH.L22.12	KY.Chr9.520
KH.L22.13	KY.Chr9.512
KH.L22.14	KY.Chr9.488
KH.L22.15	KY.Chr9.481
KH.L22.16	KY.Chr9.472
KH.L22.17	KY.Chr9.462
KH.L22.18	KY.Chr9.496
KH.L22.19	KY.Chr9.449
KH.L22.1	KY.Chr9.524
KH.L22.20	KY.Chr9.463
KH.L22.21	KY.Chr9.501
KH.L22.22	KY.Chr9.458
KH.L22.24	KY.Chr9.494
KH.L22.25	KY.Chr9.490
KH.L22.26	KY.Chr9.495
KH.L22.27	KY.Chr9.456
KH.L22.28	KY.Chr9.455
KH.L22.29	KY.Chr7.101
KH.L22.2	KY.Chr9.497
KH.L22.30	KY.Chr9.516
KH.L22.31	KY.Chr9.488
KH.L22.32	KY.Chr9.473
KH.L22.33	KY.Chr9.504
KH.L22.34	KY.Chr9.456
